,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1446,Ilana Strauss,“Federal law requires people to speak English to be naturalized as American citizens.”,Facebook posts,"October 19, 2020",mostly-true,FAKE,0
1447,Hayat Norimine,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,Facebook posts,"October 18, 2020",false,FAKE,0
1448,Hayat Norimine,Says Nancy Pelosi was photographed with the Manson Family.,Facebook posts,"October 18, 2020",pants-fire,FAKE,0
1449,Minh Connors,Says he “fully funded Missouri K-12 education for the first time in state history.”,Caleb Rowden,"October 16, 2020",false,FAKE,0
1450,Ciara O'Rourke,"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",Instagram posts,"October 16, 2020",false,FAKE,0
1451,Tom Kertscher,"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",Congressional Leadership Fund,"October 16, 2020",half-true,FAKE,0
1452,Amy Sherman,“Jaime Harrison is being left off of South Carolina ballots”,Facebook posts,"October 16, 2020",false,FAKE,0
1453,Jill Terreri,"""We're No. 46 out of 50 states... we're 46th in terms of percentage of deaths in nursing homes.""",Andrew Cuomo,"• October 16,",barely-true,FAKE,0
1454,Ciara O'Rourke,Says Joe Biden calls Donald Trump’s supporters the dregs of society.,Viral image,"October 16, 2020",false,FAKE,0
1455,Daniel Funke,Says Joe Biden’s “capital gains tax means that when you sell your home you’ll owe taxes of 40% of your profit!”,Facebook posts,"October 16, 2020",barely-true,FAKE,0
1456,Ciara O'Rourke,"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",Viral image,"October 16, 2020",pants-fire,FAKE,0
1457,Clara Hendrickson,“Hoadley called women ‘breeders.’... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.”,Congressional Leadership Fund,"October 16, 2020",barely-true,FAKE,0
1458,Miriam Valverde,"Changes to DACA during his administration are ""because of the pandemic.""",Donald Trump,"October 15, 2020",false,FAKE,0
1459,Louis Jacobson,"""They eliminated the funding for community policing.""",Joe Biden,"October 15, 2020",false,FAKE,0
1460,Bill McCarthy,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",Tucker Carlson,"October 15, 2020",false,FAKE,0
1461,Paul Specht,"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",Roy Cooper,"October 15, 2020",true,REAL,1
1462,Samantha Putterman,"Says Amy Coney Barrett said ""calling a Black employee the N-word does not make for a hostile work environment.""",Facebook posts,"October 15, 2020",half-true,FAKE,0
1463,Victoria Knight,“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,Donald Trump,"October 15, 2020",false,FAKE,0
1464,Noah Y.,"Says Steve Bullock “failed to act” when his “most senior political aide was caught sexually harassing women. Bullock knew about the harassment but said nothing, remaining silent when the aide took another job where he harassed women again.”",National Republican Senatorial Committee,"• October 15,",half-true,FAKE,0
1465,D.L. Davis,“BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.”,Facebook posts,"October 15, 2020",false,FAKE,0
1466,Ciara O'Rourke,A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,Viral image,"October 15, 2020",false,FAKE,0
1467,Melissa Stone,“West Virginia has one of the greatest percentages of veterans in any state.”,Jim Justice,"October 15, 2020",true,REAL,1
1468,Camren Gandee,"""Nearly 800 million opioid pills were shipped to WV, amounting to 433 pills for every man, woman, and child in the state.”",David McKinley,"October 15, 2020",mostly-true,FAKE,0
1469,Amy Sherman,Says Joe Biden is a socialist.,Donald Trump,"October 15, 2020",false,FAKE,0
1470,Laura Schulte,"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",Chris Kapenga,"October 15, 2020",false,FAKE,0
1471,Daniel Funke,"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",Tweets,"October 14, 2020",pants-fire,FAKE,0
1472,Samantha Putterman,Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,John Cornyn,"October 14, 2020",false,FAKE,0
1473,Jessica Calefati,“We’re putting our great coal miners back to work.”,Donald Trump,"October 14, 2020",barely-true,FAKE,0
1474,William Skipworth,"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",Uniting Missouri PAC,"October 14, 2020",false,FAKE,0
1475,Miriam Valverde,Says Martha McSally “voted to take away money from Fort Huachuca to pay for the border wall.”,Mark Kelly,"October 14, 2020",half-true,FAKE,0
1476,Tom Kertscher,"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",Tommy Tuberville,"October 14, 2020",false,FAKE,0
1477,Bill McCarthy,"Says Joe Biden said, “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Facebook posts,"October 14, 2020",barely-true,FAKE,0
1478,Madeline Heim,"No one under 20 has died of COVID-19, and ""it has not actually been determined yet"" that anyone under 20 can spread it to an older person",Van Wanggaard,"October 14, 2020",barely-true,FAKE,0
1479,Amy Sherman,"“With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago.”",Mike Pence,"October 14, 2020",half-true,FAKE,0
1480,Ciara O'Rourke,"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",Viral image,"October 13, 2020",false,FAKE,0
1481,Samantha Putterman,Says Amy Coney Barrett said that breastfeeding babies is child molestation.,Facebook posts,"October 13, 2020",pants-fire,FAKE,0
1482,Louis Jacobson,"""Biden's plan is a 14% tax hike on middle class families.""",Donald Trump,"October 13, 2020",false,FAKE,0
1483,Victoria Knight,"“The reality is when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.”",Mike Pence,"October 13, 2020",pants-fire,FAKE,0
1484,Ciara O'Rourke,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",Viral image,"October 13, 2020",pants-fire,FAKE,0
1485,Ciara O'Rourke,“CDC just cancelled Halloween for kids.”,Viral image,"October 13, 2020",false,FAKE,0
1486,Hayat Norimine,Says Joe Biden took a knee during the national anthem.,Facebook posts,"October 13, 2020",false,FAKE,0
1487,Noah Y.,"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",Facebook posts,"• October 13,",pants-fire,FAKE,0
1488,Hayat Norimine,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,"October 13, 2020",false,FAKE,0
1489,Ciara O'Rourke,“Jeffrey Epstein found living in New Mexico!”,Facebook posts,"October 13, 2020",pants-fire,FAKE,0
1490,Bill McCarthy,"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",Joe Biden,"October 13, 2020",false,FAKE,0
1491,Ciara O'Rourke,"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",Facebook posts,"October 13, 2020",false,FAKE,0
1492,Chris Nichols,“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,Facebook posts,"October 13, 2020",false,FAKE,0
1493,Ciara O'Rourke,“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,Facebook posts,"October 12, 2020",false,FAKE,0
1494,Madison Czopek,"Image quotes Sen. Ted Cruz as saying, “In the last election, 54 million evangelical Christians stayed home. If Christians will simply show up and vote our values, we’ll turn this country around.”",Viral image,"October 12, 2020",half-true,FAKE,0
1495,Samantha Putterman,No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,Facebook posts,"October 12, 2020",barely-true,FAKE,0
1496,Tom Kertscher,Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians’ campaigns to pay for personal expenses and TV ads.,Nancy Mace,"October 12, 2020",half-true,FAKE,0
1497,Noah Y.,"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",National Republican Congressional Committee,"• October 12,",false,FAKE,0
1498,Bill McCarthy,Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.,Bloggers,"October 12, 2020",barely-true,FAKE,0
1499,Ciara O'Rourke,"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",Viral image,"October 12, 2020",false,FAKE,0
1500,Nusaiba Mizan,"“All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.",Joe Biden,"October 12, 2020",mostly-true,FAKE,0
1501,Ciara O'Rourke,"During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",Facebook posts,"October 12, 2020",barely-true,FAKE,0
1502,Rebecca Catalanello,Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,Facebook posts,"October 12, 2020",false,FAKE,0
1503,Bill McCarthy,"Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",Donald Trump,"October 11, 2020",barely-true,FAKE,0
1504,Kiannah Sepeda-Miller,Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”,Jim Oberweis,"October 11, 2020",false,FAKE,0
1505,Ilana Strauss,"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",Facebook posts,"October 10, 2020",false,FAKE,0
1506,Paul Specht,"Says Thom Tillis voted “against a pay raise for a military, while voting for a pay raise for himself.”",VoteVets.org,"October 9, 2020",barely-true,FAKE,0
1507,Amy Sherman,"During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",Republican Party of Florida,"October 9, 2020",false,FAKE,0
1508,Samantha Putterman,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,Donald Trump,"October 9, 2020",false,FAKE,0
1509,Ciara O'Rourke,Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,Viral image,"October 9, 2020",pants-fire,FAKE,0
1510,Tom Kertscher,"When Sara Gideon “knew the truth about” sexual allegations against a state lawmaker, “she could have called for an immediate investigation, but didn’t…Gideon knew for months, using her power to cover up.”",National Republican Senatorial Committee,"October 9, 2020",barely-true,FAKE,0
1511,Brandon Mulder,Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”,Greg Abbott,"October 9, 2020",barely-true,FAKE,0
1512,Madison Czopek,"Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",Nikki Haley,"October 9, 2020",false,FAKE,0
1513,Ciara O'Rourke,"An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",Viral image,"October 9, 2020",half-true,FAKE,0
1514,Haley BeMiller,"Says the U.S. House’s COVID-19 relief bill, advanced by Democrats, “strips states of their right to administer elections.”",Glenn Grothman,"October 9, 2020",false,FAKE,0
1515,Eric Litke,Says ballots in Wisconsin “are being dumped in rivers” or creeks.,Donald Trump,"October 9, 2020",false,FAKE,0
1516,Miriam Valverde,Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”,Mike Pence,"October 9, 2020",false,FAKE,0
1517,Daniel Funke,"As vice president, Kamala Harris would “defund, dismantle, and dissolve police departments.”",Mike Pence,"October 8, 2020",false,FAKE,0
1518,Aaron Sharockman,"“Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",Bloggers,"October 8, 2020",false,FAKE,0
1519,Noah Y.,Says Joe Biden is proposing a tax increase that’s “the largest in American history.”,Preserve America PAC,"• October 8,",false,FAKE,0
1520,Colin Meyn,"“You were going to cut schools, when you were going to cut teachers and educators in our schools.”",David Zuckerman,"October 8, 2020",mostly-true,FAKE,0
1521,Hayat Norimine,"Says Joe Biden’s website shows that he supports the Green New Deal, despite denials in debate.",TikTok posts,"October 8, 2020",half-true,FAKE,0
1522,Ciara O'Rourke,An impersonator in a Joe Biden mask gave an interview as Joe Biden.,Viral image,"October 8, 2020",pants-fire,FAKE,0
1523,Clara Hendrickson,Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”,John James,"October 8, 2020",false,FAKE,0
1524,Clara Hendrickson,"Eric Esshaki “would allow insurance companies to kick people with a preexisting condition off their plans in the middle of a pandemic, including over 100,000 Michiganders who have survived COVID-19.”",Haley Stevens,"October 7, 2020",barely-true,FAKE,0
1525,Daniel Funke,"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",Donald Trump,"October 7, 2020",pants-fire,FAKE,0
1526,Samantha Putterman,"“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",Facebook posts,"October 7, 2020",barely-true,FAKE,0
1527,Ciara O'Rourke,“Chris Christie is in ICU and reported to be put on a ventilator.”,Viral image,"October 7, 2020",false,FAKE,0
1528,Ciara O'Rourke,"“Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",Facebook posts,"October 7, 2020",false,FAKE,0
1529,Madison Czopek,“The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”,Facebook posts,"October 7, 2020",false,FAKE,0
1530,Ciara O'Rourke,Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”,Facebook posts,"October 7, 2020",pants-fire,FAKE,0
1531,Eric Litke,“Wisconsin Republicans have not passed a single bill in 6 months.”,Facebook posts,"October 7, 2020",true,REAL,1
1532,Noah Y.,"Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",Facebook posts,"• October 7,",pants-fire,FAKE,0
1533,Tom Kertscher,Says Kamala Harris said there will be “a federal tax on your home for reparations.”,Facebook posts,"October 7, 2020",false,FAKE,0
1534,Monique Curet,“NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”,Facebook posts,"October 7, 2020",false,FAKE,0
1535,Ciara O'Rourke,"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",Viral image,"October 7, 2020",pants-fire,FAKE,0
1536,Ciara O'Rourke,Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”,Facebook posts,"October 7, 2020",false,FAKE,0
1537,Jon Greenberg,"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",Donald Trump,"October 6, 2020",false,FAKE,0
1538,William Skipworth,“All Missouri’s high-risk areas have mask mandates in place.”,Mike Parson,"October 6, 2020",false,FAKE,0
1539,Amy Sherman,"During the Obama/Biden administration “18,000 people got clemency.”",Joe Biden,"October 6, 2020",false,FAKE,0
1540,Amy Sherman,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.,Joe Biden,"October 6, 2020",true,REAL,1
1541,Alex Sakariassen,"Says he ""fights for everyone with a preexisting condition.”",Matthew Rosendale,"October 6, 2020",barely-true,FAKE,0
1542,Clara Hendrickson,"Says “John James opposes abortion, even refusing to make an exception when a woman’s life is at risk” and “wants to make it a felony even in cases of rape and incest.”",Gary Peters,"October 6, 2020",half-true,FAKE,0
1543,Tom Kertscher,"Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",Doug Jones,"October 6, 2020",half-true,FAKE,0
1544,Ciara O'Rourke,“AARP endorses Biden and gives financial support to Planned Parenthood.”,Facebook posts,"October 6, 2020",false,FAKE,0
1545,Madeline Heim,“I brought back Big Ten football.”,Donald Trump,"October 6, 2020",barely-true,FAKE,0
1546,Madison Czopek,“The leader of Proud Boys is the Florida state director of Latinos for Trump.”,Viral image,"October 6, 2020",half-true,FAKE,0
1547,Noah Y.,Says Sri Kulkarni attended “notorious desert drug parties” and was arrested for cocaine.,Congressional Leadership Fund,"• October 6,",half-true,FAKE,0
1548,Ciara O'Rourke,“HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”,Facebook posts,"October 6, 2020",false,FAKE,0
1549,Ciara O'Rourke,“The government has released their initial plans to force a vaccine on everyone.”,Bloggers,"October 6, 2020",false,FAKE,0
1550,Monique Curet,Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”,Facebook posts,"October 6, 2020",half-true,FAKE,0
1551,Ciara O'Rourke,“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,Facebook posts,"October 5, 2020",false,FAKE,0
1552,Tom Kertscher,Says Susan Collins “pushed for policies that benefited her husband’s lobbying business.”,Sara Gideon,"October 5, 2020",barely-true,FAKE,0
1553,Ciara O'Rourke,"Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",Instagram posts,"October 5, 2020",pants-fire,FAKE,0
1554,Ciara O'Rourke,“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,Alex Jones,"October 5, 2020",pants-fire,FAKE,0
1555,Warren Fiske,Nick Freitas “voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy. ”,United Association’s Union Plumbers and Pipefitters Vote! PAC,"October 5, 2020",mostly-true,FAKE,0
1556,Kiannah Sepeda-Miller,"Approving the constitutional amendment on Illinois' November ballot “would let the politicians immediately implement their plan to increase taxes on small businesses, farmers and large employers.”",Coalition to Stop the Proposed Tax Hike Amendment,"October 4, 2020",half-true,FAKE,0
1557,Daniel Funke,"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",Facebook posts,"October 4, 2020",pants-fire,FAKE,0
1558,Aaron Sharockman,Says Joe Biden stays in his basement.,Jason MIller,"October 4, 2020",false,FAKE,0
1559,Kit Norton,"“That 5% (wealth tax) starts at $159,000 per family.”",Phil Scott,"October 4, 2020",true,REAL,1
1560,Daniel Funke,"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",Facebook posts,"October 4, 2020",false,FAKE,0
1561,Brandon Mulder,Says he “strongly supports legalization for Dreamers.”,John Cornyn,"October 3, 2020",half-true,FAKE,0
1562,Xander Landen,“Our governor proposed initially a 5% cut across the board of state government.”,David Zuckerman,"October 2, 2020",barely-true,FAKE,0
1563,Ciara O'Rourke,Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.,Viral image,"October 2, 2020",pants-fire,FAKE,0
1564,Jon Greenberg,President Barack Obama and Vice President Joe Biden “left me 128 judges to fill. You just don’t do that.”,Donald Trump,"October 2, 2020",barely-true,FAKE,0
1565,Daniel Funke,“No prominent Democrats have had the virus but the list of Republicans goes on and on.”,DeAnna Lorraine,"October 2, 2020",false,FAKE,0
1566,Madison Czopek,“Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.”,Facebook posts,"October 2, 2020",false,FAKE,0
1567,Hayat Norimine,"Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",Facebook posts,"October 2, 2020",half-true,FAKE,0
1568,Madison Czopek,Gas prices during the Obama-Biden administration were $5.49 a gallon.,Viral image,"October 2, 2020",half-true,FAKE,0
1569,Ciara O'Rourke,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,Facebook posts,"October 2, 2020",false,FAKE,0
1570,Daniel Funke,Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,Tweets,"October 2, 2020",pants-fire,FAKE,0
1571,Ciara O'Rourke,Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.,Viral image,"October 2, 2020",pants-fire,FAKE,0
1572,Miriam Valverde,An episode of “The Simpsons” showed Donald Trump in a coffin.,Facebook posts,"October 2, 2020",pants-fire,FAKE,0
1573,Eric Litke,Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”,Joe Biden,"October 2, 2020",half-true,FAKE,0
1574,Madeline Heim,"“If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”",Joe Biden,"October 1, 2020",mostly-true,FAKE,0
1575,Bill McCarthy,"Says Joe Biden “passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built a building, and we get tax credits like the hotel on Pennsylvania Ave.”",Donald Trump,"October 1, 2020",half-true,FAKE,0
1576,Victoria Knight,“There's 100 million people that have preexisting conditions.”,Joe Biden,"October 1, 2020",mostly-true,FAKE,0
1577,Samantha Putterman,"""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?”",Donald Trump,"October 1, 2020",pants-fire,FAKE,0
1578,Miriam Valverde,“I don’t think there’s any doubt (Joe) Biden’s senile.”,Brit Hume,"October 1, 2020",false,FAKE,0
1579,Jessica Calefati,Poll watchers in Philadelphia “were thrown out.”,Donald Trump,"October 1, 2020",false,FAKE,0
1580,Louis Jacobson,“Suburbs are by and large integrated.”,Joe Biden,"October 1, 2020",half-true,FAKE,0
1581,Louis Jacobson,"Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",Donald Trump,"October 1, 2020",false,FAKE,0
1582,Julie Appleby,"“For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”",Donald Trump,"October 1, 2020",mostly-true,FAKE,0
1583,Samantha Putterman,"“9,871,525 is the number of registered voters in AZ according to FB. AZ population is 7,270,000.”",Facebook posts,"October 1, 2020",barely-true,FAKE,0
1584,Laura Schulte,“A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.”,Facebook posts,"September 30, 2020",pants-fire,FAKE,0
1585,Bill McCarthy,"President Donald Trump’s tax returns show “what any wealthy person's tax history is, if you can believe it — which is good years and bad years, years of immense taxes and years of almost no taxes at all because you carry over losses.”",Hugh Hewitt,"September 30, 2020",barely-true,FAKE,0
1586,Louis Jacobson,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",Donald Trump,"September 30, 2020",false,FAKE,0
1587,Jon Greenberg,"Says Joe Biden “had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.”",Donald Trump,"September 30, 2020",false,FAKE,0
1588,Tom Kertscher,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",Facebook posts,"September 30, 2020",false,FAKE,0
1589,Amy Sherman,"Says Miami-Dade Mayor Carlos Gimenez “approved a 67% pay raise for himself and increased his own pension. He makes $250,000 a year, more than almost every big-city Mayor in the country. He also kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.”",Debbie Mucarsel-Powell,"September 30, 2020",half-true,FAKE,0
1590,Monique Curet,“BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”,Peggy Hubbard,"September 30, 2020",barely-true,FAKE,0
1591,Ciara O'Rourke,Photo shows “all the men who have killed police officers this year (2020).”,Viral image,"September 30, 2020",barely-true,FAKE,0
1592,Daniel Funke,Says Joe Biden was “wearing a wire” during the first presidential debate.,Facebook posts,"September 30, 2020",pants-fire,FAKE,0
1593,Louis Jacobson,“We have a higher deficit with China now than we did before.”,Joe Biden,"September 30, 2020",barely-true,FAKE,0
1594,Noah Y.,"""You said you went to Delaware State but you forgot the name of your college.""",Donald Trump,"• September 29,",false,FAKE,0
1595,Jon Greenberg,“Word on the street is that Joe Biden got tonight’s debate questions in advance.”,Todd Starnes,"September 29, 2020",pants-fire,FAKE,0
1596,Miriam Valverde,Says Joe Biden has a medical device implanted in his skull so he can hear someone give him answers to questions.,Facebook posts,"September 29, 2020",pants-fire,FAKE,0
1597,Noah Crider,"Ranked-choice voting “increases voter turnout and voter engagement.""",Kelley Dragoo,"September 29, 2020",barely-true,FAKE,0
1598,Veronica Mohesky,"""Cori Bush is a career criminal and a con artist.”",Anthony Rogers,"September 29, 2020",false,FAKE,0
1599,Ciara O'Rourke,A photo shows Dwayne “The Rock” Johnson on Epstein Island.,Viral image,"September 29, 2020",pants-fire,FAKE,0
1600,Eric Litke,“Bad math (is) driving Wisconsin’s exploding positive test rate.”,MacIver Institute,"September 29, 2020",pants-fire,FAKE,0
1601,Madison Czopek,“Don’t buy the new Pepsi can coming out with pics of the Empire State building and the Pledge of Allegiance on them. Pepsi left out 2 little words in the pledge ‘Under God.’”,Facebook posts,"September 29, 2020",false,FAKE,0
1602,Ciara O'Rourke,Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”,Facebook posts,"September 29, 2020",false,FAKE,0
1603,Noah Y.,"The typical elementary school teacher pays $7,239 in federal income taxes, and firefighters pay $5,328, while Donald Trump paid $750.",Joe Biden,"• September 29,",half-true,FAKE,0
1604,Colin Meyn,"""I proudly voted for Hillary Clinton.""",Molly Gray,"September 29, 2020",false,FAKE,0
1605,Samantha Putterman,"Says over 1,000 mail in ballots were found in a dumpster in California.",Facebook posts,"September 28, 2020",false,FAKE,0
1606,Madison Czopek,Says Jared Kushner “deleted all of his tweets after the tax story broke.”,Facebook posts,"September 28, 2020",false,FAKE,0
1607,Ciara O'Rourke,A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”,Viral image,"September 28, 2020",false,FAKE,0
1608,Ciara O'Rourke,"In 2017, Joe Biden paid $3,742,974 in federal income taxes and Kamala Harris paid $516,469 while Donald Trump paid $750.",Viral image,"September 28, 2020",mostly-true,FAKE,0
1609,Paul Specht,"Says Cal Cunningham “got a $40,000 tax incentive to update his butler’s pantry.”",Thom Tillis,"September 28, 2020",half-true,FAKE,0
1610,Laura Schulte,"Says under U.S. Rep. Alexandria Ocasio-Cortez’s Green New Deal proposal, “Cows are out.”",Donald Trump,"September 28, 2020",false,FAKE,0
1611,Angie Drobnic,"Says Amy Coney Barrett “has a written track record, disagreeing adamantly with the Supreme Court’s decision to uphold the ACA. In fact, she publicly criticized Chief Justice Roberts’ opinion upholding the law eight years ago.”",Joe Biden,"• September 28,",mostly-true,FAKE,0
1612,Clara Hendrickson,Says House candidate Jon Hoadley voted to defund the police,Fred Upton,"September 28, 2020",false,FAKE,0
1613,Samantha Putterman,Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”,Instagram posts,"September 28, 2020",half-true,FAKE,0
1614,D.L. Davis,"""At the Democratic convention, the Pledge of Allegiance was read with the words 'under God' removed.""",Republican Party of Wisconsin,"September 27, 2020",barely-true,FAKE,0
1615,Deborah Wilber,"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",Richard Durbin,"September 27, 2020",false,FAKE,0
1616,Angie Drobnic,"Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”",Instagram posts,"• September 27,",false,FAKE,0
1617,Samantha Putterman,Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”,Facebook posts,"September 27, 2020",false,FAKE,0
1618,Samantha Putterman,"A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",Facebook posts,"September 25, 2020",half-true,FAKE,0
